taxon_name	superkingdom	phylum	class	order	family	genus	taxon_annotation
OTU_97.30681	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	NA
OTU_97.30686	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30687	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.30688	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
OTU_97.30689	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.3069	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.30690	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.30692	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30695	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.30696	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	facultative_anaerobic
OTU_97.30697	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
OTU_97.307	Bacteria	Thermi	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	NA
OTU_97.30700	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
OTU_97.30701	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.30702	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30703	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA	NA
OTU_97.30704	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
OTU_97.30706	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	facultative_anaerobic
OTU_97.30707	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	NA	NA
OTU_97.30709	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.3071	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.30710	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	aerobic
OTU_97.30712	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
OTU_97.30713	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
OTU_97.30716	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	facultative_anaerobic
OTU_97.30717	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella	facultative_anaerobic
OTU_97.30718	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
OTU_97.30720	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	aerobic
OTU_97.30721	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.30724	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30725	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30727	Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA
OTU_97.30728	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
OTU_97.30729	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Selenomonas	anaerobic
OTU_97.3073	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.30732	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.30733	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI. Incertae Sedis	Anaerococcus	anaerobic
OTU_97.30735	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30736	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.30738	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.3074	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	anaerobic
OTU_97.30743	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Filifactor	anaerobic
OTU_97.30744	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30745	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.30746	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30748	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30749	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.3075	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	anaerobic
OTU_97.30750	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
OTU_97.30754	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30755	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	NA
OTU_97.30756	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
OTU_97.30757	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	anaerobic
OTU_97.30758	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	facultative_anaerobic
OTU_97.30759	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.3076	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30761	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30763	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
OTU_97.30764	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30767	Bacteria	TM7	TM7-3	CW040	F16	NA	NA
OTU_97.30769	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	anaerobic
OTU_97.30770	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
OTU_97.30771	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.30772	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
OTU_97.30773	Bacteria	NA	NA	NA	NA	NA	NA
OTU_97.30777	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30778	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30779	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	NA
OTU_97.3078	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30780	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.30781	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30782	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.30783	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.30784	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	NA	NA	NA
OTU_97.30785	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella	facultative_anaerobic
OTU_97.30786	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	facultative_anaerobic
OTU_97.30787	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI. Incertae Sedis	Anaerococcus	anaerobic
OTU_97.30789	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.30790	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	facultative_anaerobic
OTU_97.30791	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.30792	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	facultative_anaerobic
OTU_97.30793	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.30795	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.30796	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.30798	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Tannerella	anaerobic
OTU_97.30799	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	facultative_anaerobic
OTU_97.308	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.3080	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30800	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus	NA
OTU_97.30802	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	aerobic
OTU_97.30803	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	aerobic
OTU_97.30805	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermabacteraceae	Brachybacterium	NA
OTU_97.30806	Bacteria	NA	NA	NA	NA	NA	NA
OTU_97.30808	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.30809	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella	facultative_anaerobic
OTU_97.3081	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30810	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.30813	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
OTU_97.30814	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30815	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	NA
OTU_97.30816	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30817	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	NA	NA
OTU_97.30819	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.30823	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	facultative_anaerobic
OTU_97.30824	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.30825	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	NA	NA	NA
OTU_97.30826	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
OTU_97.30827	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	NA	NA
OTU_97.30828	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Dialister	anaerobic
OTU_97.30829	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
OTU_97.3083	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
OTU_97.30830	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.30832	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
OTU_97.30834	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	NA
OTU_97.30835	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
OTU_97.30836	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30837	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30838	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.3084	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	facultative_anaerobic
OTU_97.30841	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Flexibacteraceae	Hymenobacter	NA
OTU_97.30842	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30846	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI. Incertae Sedis	Peptoniphilus	anaerobic
OTU_97.30847	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.30848	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	aerobic
OTU_97.3085	Bacteria	Firmicutes	Clostridia	Clostridiales	Catabacteriaceae	NA	NA
OTU_97.30852	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Eubacterium	NA
OTU_97.30853	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
OTU_97.30854	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	anaerobic
OTU_97.30856	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
OTU_97.30857	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.30859	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.3086	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30860	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
OTU_97.30862	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	NA
OTU_97.30863	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
OTU_97.30866	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
OTU_97.30867	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	NA	NA	NA
OTU_97.30869	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.3087	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	anaerobic
OTU_97.30872	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
OTU_97.30873	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.30877	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30879	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	NA
OTU_97.3088	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
OTU_97.30880	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	NA
OTU_97.30882	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	NA
OTU_97.30883	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.30884	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.30885	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI. Incertae Sedis	Peptoniphilus	anaerobic
OTU_97.30886	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	facultative_anaerobic
OTU_97.30887	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
OTU_97.30888	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	facultative_anaerobic
OTU_97.30891	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
OTU_97.30894	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30898	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	NA
OTU_97.30899	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30902	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	aerobic
OTU_97.30903	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30904	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	facultative_anaerobic
OTU_97.30905	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	anaerobic
OTU_97.30906	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	NA
OTU_97.30907	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	aerobic
OTU_97.3091	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	NA
OTU_97.30910	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
OTU_97.30911	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	NA	NA	NA
OTU_97.30913	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	NA
OTU_97.30915	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30918	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30919	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	NA	NA
OTU_97.3092	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30920	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30924	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.30925	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	NA
OTU_97.30926	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.3093	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA	NA
OTU_97.30930	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30931	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	facultative_anaerobic
OTU_97.30933	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30934	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30935	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	NA	NA	NA
OTU_97.30936	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
OTU_97.30937	Bacteria	TM7	TM7-3	CW040	NA	NA	NA
OTU_97.30939	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30941	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	facultative_anaerobic
OTU_97.30943	Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA
OTU_97.30944	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
OTU_97.30946	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.30947	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.3095	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	NA
OTU_97.30951	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	NA
OTU_97.30954	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	facultative_anaerobic
OTU_97.30955	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
OTU_97.30956	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
OTU_97.30958	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30960	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	NA
OTU_97.30961	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	anaerobic
OTU_97.30963	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Dialister	anaerobic
OTU_97.30964	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.30965	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI. Incertae Sedis	NA	NA
OTU_97.30968	Bacteria	NA	NA	NA	NA	NA	NA
OTU_97.3097	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30970	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30971	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	NA
OTU_97.30974	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.30975	Bacteria	NA	NA	NA	NA	NA	NA
OTU_97.30977	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
OTU_97.30978	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.3098	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	facultative_anaerobic
OTU_97.30980	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	facultative_anaerobic
OTU_97.30981	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.30983	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI. Incertae Sedis	NA	NA
OTU_97.30985	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
OTU_97.30986	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	facultative_anaerobic
OTU_97.30987	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella	facultative_anaerobic
OTU_97.30989	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	facultative_anaerobic
OTU_97.3099	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	NA	NA	NA
OTU_97.30991	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.30995	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Tannerella	anaerobic
OTU_97.30997	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
OTU_97.30998	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.30999	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Dialister	anaerobic
OTU_97.31	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.310	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	NA	NA
OTU_97.31000	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	facultative_anaerobic
OTU_97.31001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
